@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE barycentreX_1 numeric
@ATTRIBUTE barycentreY_1 numeric
@ATTRIBUTE barycentreX_2 numeric
@ATTRIBUTE barycentreY_2 numeric
@ATTRIBUTE barycentreX_3 numeric
@ATTRIBUTE barycentreY_3 numeric
@ATTRIBUTE barycentreX_4 numeric
@ATTRIBUTE barycentreY_4 numeric
@ATTRIBUTE barycentreX_5 numeric
@ATTRIBUTE barycentreY_5 numeric
@ATTRIBUTE barycentreX_6 numeric
@ATTRIBUTE barycentreY_6 numeric
@ATTRIBUTE barycentreX_7 numeric
@ATTRIBUTE barycentreY_7 numeric
@ATTRIBUTE barycentreX_8 numeric
@ATTRIBUTE barycentreY_8 numeric
@ATTRIBUTE barycentreX_9 numeric
@ATTRIBUTE barycentreY_9 numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE linesX_1 numeric
@ATTRIBUTE linesY_1 numeric
@ATTRIBUTE linesAngle_1 numeric
@ATTRIBUTE linesLength_1 numeric
@ATTRIBUTE linesX_2 numeric
@ATTRIBUTE linesY_2 numeric
@ATTRIBUTE linesAngle_2 numeric
@ATTRIBUTE linesLength_2 numeric
@ATTRIBUTE linesX_3 numeric
@ATTRIBUTE linesY_3 numeric
@ATTRIBUTE linesAngle_3 numeric
@ATTRIBUTE linesLength_3 numeric
@ATTRIBUTE linesX_4 numeric
@ATTRIBUTE linesY_4 numeric
@ATTRIBUTE linesAngle_4 numeric
@ATTRIBUTE linesLength_4 numeric
@ATTRIBUTE linesX_5 numeric
@ATTRIBUTE linesY_5 numeric
@ATTRIBUTE linesAngle_5 numeric
@ATTRIBUTE linesLength_5 numeric
@ATTRIBUTE linesX_6 numeric
@ATTRIBUTE linesY_6 numeric
@ATTRIBUTE linesAngle_6 numeric
@ATTRIBUTE linesLength_6 numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
7.72126,2.51114,0.106205,0.91892,0.474985,0.931154,1.20206,0.287973,0.58859,0.878721,-0.110519,-0.143727,1.11554,-0.107024,0.0450326,-0.264323,-0.264323,-0.21189,-0.222377,-0.253837,-0.231116,-0.257332,-0.241602,-0.217134,-0.262576,-0.264323,-0.24335,-0.309766,-0.238107,-0.271315,-0.266071,-0.266071,-0.25908,-0.335982,-0.35346,-0.35346,-0.35346,-0.335982,-0.35346,-0.35346,-0.35346,-0.335982,-0.35346,-0.35346,-0.35346,-0.335982,-0.35346,-0.35346,-0.35346,-0.335982,-0.35346,-0.35346,-0.35346,-0.199656,-0.0930416,-0.332397,-0.0795652,-0.172565,-0.141979,-0.332399,0.0306548,0.00745542,-0.135862,-0.333857,0.0312085,-0.35346,-0.35346,-0.35346,-0.35346,-0.35346,-0.35346,-0.35346,-0.35346,-0.118384,0.0389154,-0.335821,0.101066,accident
7.73352,2.72896,0.387336,0.780953,0.788986,0.592178,1.27364,0.262825,0.582806,0.837184,-0.193717,-0.170957,0.68121,-0.174974,-0.0330573,-0.280741,-0.207106,-0.229866,-0.247271,-0.241915,-0.212461,-0.23656,-0.208444,-0.255304,-0.255304,-0.260659,-0.228527,-0.306179,-0.241915,-0.290113,-0.263337,-0.275386,-0.263337,-0.315551,-0.328939,-0.328939,-0.328939,-0.315551,-0.328939,-0.328939,-0.328939,-0.315551,-0.328939,-0.328939,-0.328939,-0.315551,-0.328939,-0.328939,-0.328939,-0.315551,-0.328939,-0.328939,-0.328939,-0.205097,-0.165602,-0.312796,0.0240405,-0.192378,-0.187693,-0.312794,-0.0256543,-0.0692058,-0.165602,-0.313776,-0.00642265,-0.328939,-0.328939,-0.328939,-0.328939,-0.328939,-0.328939,-0.328939,-0.328939,-0.147528,-0.0049418,-0.315389,-0.0282629,accident
7.21153,3.74537,-0.217027,0.647633,0.673197,1.11681,1.36643,0.166431,0.489738,0.659663,-0.206501,-0.141839,1.06117,-0.150862,0.00252131,-0.265147,-0.265147,-0.208005,-0.211012,-0.212516,-0.206501,-0.260636,-0.256125,-0.244095,-0.257629,-0.263644,-0.218531,-0.320786,-0.239584,-0.308756,-0.265147,-0.292215,-0.265147,-0.326801,-0.341839,-0.341839,-0.341839,-0.326801,-0.341839,-0.341839,-0.341839,-0.326801,-0.341839,-0.341839,-0.341839,-0.326801,-0.341839,-0.341839,-0.341839,-0.326801,-0.341839,-0.341839,-0.341839,-0.235072,-0.0425914,-0.323825,-0.175945,-0.179433,-0.142591,-0.323823,0.0718643,-0.0583808,-0.147102,-0.324755,0.0406879,-0.341839,-0.341839,-0.341839,-0.341839,-0.341839,-0.341839,-0.341839,-0.341839,-0.127554,0.0280852,-0.326581,-0.100312,accident
7.81171,2.1625,0.311475,0.536414,1.158,0.59136,1.158,-0.138402,0.665195,1.04295,-0.160724,-0.140119,1.04639,-0.320413,0.0659316,-0.279203,-0.217388,-0.241427,-0.265466,-0.32213,-0.220822,-0.244861,-0.294657,-0.277486,-0.274052,-0.286071,-0.236276,-0.347887,-0.231125,-0.320413,-0.287788,-0.258598,-0.250013,-0.354755,-0.351321,-0.167592,-0.0216399,-0.354755,-0.351321,-0.167592,-0.0216399,-0.356472,-0.373643,-0.373643,-0.373643,-0.356472,-0.373643,-0.373643,-0.373643,-0.354755,-0.351321,-0.167592,-0.0216399,-0.214812,-0.175319,-0.353092,0.0367448,-0.211378,-0.175319,-0.353078,0.0380922,-0.0396693,-0.15729,-0.354517,0.0822195,-0.373643,-0.373643,-0.373643,-0.373643,-0.373643,-0.373643,-0.373643,-0.373643,-0.142695,0.0401753,-0.356197,0.031396,accident
6.64982,1.44088,0.198702,0.52243,0.991175,0.6528,0.973597,4.56683,0.34958,0.856411,-0.196802,-0.160181,0.814663,-0.16897,-0.0444598,-0.294946,-0.224634,-0.242212,-0.25979,-0.253931,-0.231958,-0.274438,-0.278833,-0.281762,-0.272973,-0.283227,-0.249536,-0.311059,-0.239282,-0.328637,-0.271509,-0.294946,-0.278833,-0.343285,-0.357934,-0.357934,-0.357934,-0.343285,-0.357934,-0.357934,-0.357934,-0.343285,-0.357934,-0.357934,-0.357934,-0.343285,-0.357934,-0.357934,-0.357934,-0.343285,-0.357934,-0.357934,-0.357934,-0.222437,-0.184351,-0.34043,-0.00735006,-0.216577,-0.183619,-0.34043,0.000538295,-0.094264,-0.169703,-0.341483,0.0250403,-0.357934,-0.357934,-0.357934,-0.357934,-0.357934,-0.357934,-0.357934,-0.357934,-0.162379,0.00168236,-0.34309,-0.0462098,accident
7.25138,3.74997,0.279044,1.13055,1.12957,0.718564,0.608438,-0.309932,0.39212,1.03518,-0.209639,-0.205706,0.897519,-0.175225,-0.0926303,-0.311899,-0.2942,-0.255853,-0.265685,-0.255853,-0.244053,-0.267652,-0.272568,-0.272568,-0.265685,-0.277484,-0.255853,-0.317798,-0.238154,-0.301083,-0.270601,-0.277484,-0.262735,-0.316815,-0.316815,-0.211606,-0.136877,-0.316815,-0.316815,-0.211606,-0.136877,-0.317798,-0.327631,-0.327631,-0.327631,-0.317798,-0.327631,-0.327631,-0.327631,-0.316815,-0.316815,-0.211606,-0.136877,-0.244545,-0.195382,-0.315725,-0.0324782,-0.215047,-0.240612,-0.315722,-0.144448,-0.137369,-0.204231,-0.316666,-0.0691078,-0.327631,-0.327631,-0.327631,-0.327631,-0.327631,-0.327631,-0.327631,-0.327631,-0.175716,-0.0872224,-0.3177,-0.111261,accident
8.09486,1.05642,0.312431,1.35256,0.951164,0.841785,0.69629,0.333069,0.448639,0.959419,-0.197317,-0.199381,0.893895,-0.176679,-0.0765871,-0.279867,-0.225178,-0.243751,-0.249943,-0.260261,-0.238592,-0.260261,-0.230337,-0.252006,-0.273676,-0.266453,-0.250975,-0.296377,-0.256134,-0.268516,-0.266453,-0.268516,-0.252006,-0.307728,-0.306696,-0.183902,-0.139532,-0.30876,-0.319079,-0.319079,-0.319079,-0.307728,-0.306696,-0.183902,-0.139532,-0.30876,-0.319079,-0.319079,-0.319079,-0.307728,-0.306696,-0.183902,-0.139532,-0.22363,-0.192157,-0.30649,-0.0200162,-0.222082,-0.184418,-0.306492,-0.0140233,-0.101868,-0.19061,-0.30749,-0.0581131,-0.319079,-0.319079,-0.319079,-0.319079,-0.319079,-0.319079,-0.319079,-0.319079,-0.183902,-0.0740074,-0.308747,-0.0590259,accident
7.43572,3.36556,0.0854755,1.22979,0.976758,0.959201,0.651435,0.0100831,0.442815,0.740253,-0.204734,-0.201635,1.01704,-0.195439,-0.120046,-0.243979,-0.240881,-0.25534,-0.258438,-0.289421,-0.267733,-0.264635,-0.287356,-0.264635,-0.282192,-0.281159,-0.25534,-0.316273,-0.257405,-0.292519,-0.281159,-0.297683,-0.271864,-0.32247,-0.323503,-0.205766,-0.131407,-0.32247,-0.323503,-0.205766,-0.131407,-0.323503,-0.33383,-0.33383,-0.33383,-0.323503,-0.33383,-0.33383,-0.33383,-0.32247,-0.323503,-0.205766,-0.131407,-0.240364,-0.195955,-0.321303,-0.0223399,-0.23675,-0.188726,-0.321275,-0.029329,-0.128825,-0.21093,-0.322367,-0.0708529,-0.33383,-0.33383,-0.33383,-0.33383,-0.33383,-0.33383,-0.33383,-0.33383,-0.205766,-0.087514,-0.323298,-0.108604,accident
7.32858,-0.285743,0.902669,0.946325,1.40593,0.506128,0.450345,-0.269978,0.464897,0.656498,-0.122033,-0.148712,3.74698,-0.165689,-0.0456352,-0.219046,-0.220259,-0.2433,-0.251788,-0.265128,-0.242087,-0.259064,-0.236024,-0.259064,-0.268766,-0.26634,-0.246938,-0.313634,-0.220259,-0.278467,-0.267553,-0.273616,-0.250576,-0.314847,-0.285743,-0.13901,-0.174178,-0.31606,-0.328186,-0.328186,-0.328186,-0.314847,-0.285743,-0.13901,-0.174178,-0.31606,-0.328186,-0.328186,-0.328186,-0.314847,-0.285743,-0.13901,-0.174178,-0.237843,-0.177209,-0.313442,-0.0345488,-0.212377,-0.198431,-0.313402,-0.130966,-0.0923228,-0.183879,-0.314884,-0.0395692,-0.328186,-0.328186,-0.328186,-0.328186,-0.328186,-0.328186,-0.328186,-0.328186,-0.171146,-0.0486668,-0.316033,-0.0358682,accident
2.91932,1.37025,0.0361371,0.274554,0.351325,0.0911564,0.0864649,-0.0798726,0.184988,0.365827,-0.171571,-0.167306,7.9602,-0.167733,-0.159203,-0.203133,-0.209957,-0.198441,-0.202706,-0.209531,-0.20228,-0.20228,-0.198868,-0.201427,-0.209104,-0.206971,-0.19247,-0.219767,-0.199294,-0.203559,-0.203559,-0.204412,-0.201853,-0.225311,-0.229576,-0.229576,-0.229576,-0.225311,-0.229576,-0.229576,-0.229576,-0.225311,-0.229576,-0.229576,-0.229576,-0.225311,-0.229576,-0.229576,-0.229576,-0.225311,-0.229576,-0.229576,-0.229576,-0.19439,-0.172211,-0.224441,-0.106095,-0.182021,-0.198655,-0.224443,-0.169424,-0.145768,-0.188632,-0.224871,-0.139804,-0.229576,-0.229576,-0.229576,-0.229576,-0.229576,-0.229576,-0.229576,-0.229576,-0.171358,-0.123376,-0.225278,-0.12734,accident
3.86131,0.0225693,0.174381,0.435168,0.380365,0.0943805,0.285877,-0.190974,0.224144,0.534696,-0.167667,-0.165777,7.64053,-0.155699,-0.135541,-0.186565,-0.198533,-0.201053,-0.207982,-0.215541,-0.199163,-0.213022,-0.213022,-0.202943,-0.202313,-0.208612,-0.187825,-0.231919,-0.184675,-0.208612,-0.209242,-0.198533,-0.201683,-0.233809,-0.240108,-0.240108,-0.240108,-0.233809,-0.240108,-0.240108,-0.240108,-0.233809,-0.240108,-0.240108,-0.240108,-0.233809,-0.240108,-0.240108,-0.240108,-0.233809,-0.240108,-0.240108,-0.240108,-0.202628,-0.159163,-0.232569,-0.0731776,-0.135226,-0.185305,-0.233329,-0.102372,-0.0936513,-0.130502,-0.233045,-0.142314,-0.240108,-0.240108,-0.240108,-0.240108,-0.240108,-0.240108,-0.240108,-0.240108,-0.155384,-0.0857773,-0.233779,-0.0767763,accident
3.79426,-0.0119519,0.170718,0.400299,0.305054,0.207678,0.321402,0.717305,0.114566,0.428019,-0.195332,-0.181828,7.63636,-0.182538,-0.149843,-0.212391,-0.223763,-0.228739,-0.235136,-0.23869,-0.227317,-0.252905,-0.233714,-0.258591,-0.226606,-0.235136,-0.217366,-0.235136,-0.235136,-0.246508,-0.22945,-0.234425,-0.234425,-0.263567,-0.227317,-0.181828,-0.171166,-0.264278,-0.271385,-0.271385,-0.271385,-0.263567,-0.227317,-0.181828,-0.171166,-0.264278,-0.271385,-0.271385,-0.271385,-0.263567,-0.227317,-0.181828,-0.171166,-0.22483,-0.180051,-0.262955,-0.0884268,-0.159083,-0.195688,-0.263777,-0.184098,-0.133139,-0.168678,-0.263637,-0.160043,-0.165124,-0.205639,-0.263795,-0.150052,-0.16157,-0.196398,-0.263786,-0.13605,-0.173298,-0.0997328,-0.264171,-0.116209,accident
