@RELATION ../FichierARFF

@ATTRIBUTE NbPixelsNoirs numeric
@ATTRIBUTE NbPixelsNoirs_1 numeric
@ATTRIBUTE NbPixelsNoirs_2 numeric
@ATTRIBUTE NbPixelsNoirs_3 numeric
@ATTRIBUTE NbPixelsNoirs_4 numeric
@ATTRIBUTE NbPixelsNoirs_5 numeric
@ATTRIBUTE NbPixelsNoirs_6 numeric
@ATTRIBUTE NbPixelsNoirs_7 numeric
@ATTRIBUTE NbPixelsNoirs_8 numeric
@ATTRIBUTE NbPixelsNoirs_9 numeric
@ATTRIBUTE Hauteur numeric
@ATTRIBUTE Largeur numeric
@ATTRIBUTE Air numeric
@ATTRIBUTE barycentreX numeric
@ATTRIBUTE barycentreY numeric
@ATTRIBUTE barycentreX_1 numeric
@ATTRIBUTE barycentreY_1 numeric
@ATTRIBUTE barycentreX_2 numeric
@ATTRIBUTE barycentreY_2 numeric
@ATTRIBUTE barycentreX_3 numeric
@ATTRIBUTE barycentreY_3 numeric
@ATTRIBUTE barycentreX_4 numeric
@ATTRIBUTE barycentreY_4 numeric
@ATTRIBUTE barycentreX_5 numeric
@ATTRIBUTE barycentreY_5 numeric
@ATTRIBUTE barycentreX_6 numeric
@ATTRIBUTE barycentreY_6 numeric
@ATTRIBUTE barycentreX_7 numeric
@ATTRIBUTE barycentreY_7 numeric
@ATTRIBUTE barycentreX_8 numeric
@ATTRIBUTE barycentreY_8 numeric
@ATTRIBUTE barycentreX_9 numeric
@ATTRIBUTE barycentreY_9 numeric
@ATTRIBUTE 1nbCercles numeric
@ATTRIBUTE 1CercleSize numeric
@ATTRIBUTE 1CercleX numeric
@ATTRIBUTE 1CercleY numeric
@ATTRIBUTE 2nbCercles numeric
@ATTRIBUTE 2CercleSize numeric
@ATTRIBUTE 2CercleX numeric
@ATTRIBUTE 2CercleY numeric
@ATTRIBUTE 3nbCercles numeric
@ATTRIBUTE 3CercleSize numeric
@ATTRIBUTE 3CercleX numeric
@ATTRIBUTE 3CercleY numeric
@ATTRIBUTE 4nbCercles numeric
@ATTRIBUTE 4CercleSize numeric
@ATTRIBUTE 4CercleX numeric
@ATTRIBUTE 4CercleY numeric
@ATTRIBUTE 5nbCercles numeric
@ATTRIBUTE 5CercleSize numeric
@ATTRIBUTE 5CercleX numeric
@ATTRIBUTE 5CercleY numeric
@ATTRIBUTE linesX_1 numeric
@ATTRIBUTE linesY_1 numeric
@ATTRIBUTE linesAngle_1 numeric
@ATTRIBUTE linesLength_1 numeric
@ATTRIBUTE linesX_2 numeric
@ATTRIBUTE linesY_2 numeric
@ATTRIBUTE linesAngle_2 numeric
@ATTRIBUTE linesLength_2 numeric
@ATTRIBUTE linesX_3 numeric
@ATTRIBUTE linesY_3 numeric
@ATTRIBUTE linesAngle_3 numeric
@ATTRIBUTE linesLength_3 numeric
@ATTRIBUTE linesX_4 numeric
@ATTRIBUTE linesY_4 numeric
@ATTRIBUTE linesAngle_4 numeric
@ATTRIBUTE linesLength_4 numeric
@ATTRIBUTE linesX_5 numeric
@ATTRIBUTE linesY_5 numeric
@ATTRIBUTE linesAngle_5 numeric
@ATTRIBUTE linesLength_5 numeric
@ATTRIBUTE linesX_6 numeric
@ATTRIBUTE linesY_6 numeric
@ATTRIBUTE linesAngle_6 numeric
@ATTRIBUTE linesLength_6 numeric
@ATTRIBUTE class {accident, bomb, car, casualty, electricity, fire, fireBrigade, flood, gas, injury, paramedics, person, police, roadBlock}

@DATA
7.59704,0.860031,0.796483,0.131603,0.402866,1.52776,0.610582,0.982384,0.100303,0.0149407,-0.231662,-0.244941,0.685512,-0.197517,-0.197517,-0.311334,-0.257271,-0.262962,-0.289519,-0.277189,-0.277189,-0.277189,-0.277189,-0.280983,-0.269601,-0.273395,-0.299953,-0.311334,-0.279086,-0.277189,-0.277189,-0.303746,-0.267704,-0.315128,-0.254426,-0.215538,-0.225023,-0.315128,-0.254426,-0.215538,-0.225023,-0.316077,-10,-10,-10,-0.315128,-0.254426,-0.215538,-0.225023,-0.316077,-10,-10,-10,-0.238776,-0.180919,-0.315383,-0.115928,-0.22692,-0.18329,-0.315358,-0.070519,-10,-10,-10,-10,-0.141557,-0.24257,-0.313831,-0.157115,-0.179971,-0.197992,-0.31383,-0.037048,-0.228343,-0.148197,-0.313839,-0.183953,casualty
6.69683,0.282113,1.25815,-0.22287,0.297771,1.09243,0.708804,0.533952,0.432172,-0.36771,-0.175895,-0.191553,2.26551,-0.204602,-0.204602,-0.27376,-0.27115,-0.298552,-0.325954,-0.314211,-0.314211,-0.314211,-0.314211,-0.314211,-0.284199,-0.366405,-0.323345,-0.314211,-0.314211,-0.329869,-0.336393,-0.36771,-0.36771,-0.36771,-10,-10,-10,-0.36771,-10,-10,-10,-0.36771,-10,-10,-10,-0.36771,-10,-10,-10,-0.36771,-10,-10,-10,-0.269193,-0.188944,-0.366773,-0.106004,-0.240486,-0.163499,-0.366664,-0.140701,-10,-10,-10,-10,-0.185029,-0.293985,-0.367606,-0.221094,-0.161541,-0.193511,-0.364566,-0.0489035,-0.218303,-0.149798,-0.364615,-0.206218,casualty
6.52625,-0.379777,-0.379777,0.276885,1.16227,1.90379,1.03315,-0.00533196,0.19388,-0.379777,-0.259881,-0.136296,1.13922,-0.224834,0.057383,-0.379777,-0.379777,-0.379777,-0.379777,-0.252503,-0.248814,-0.237746,-0.232213,-0.269104,-0.276482,-0.346575,-0.250658,-0.363176,-0.235902,-0.363176,-0.350264,-0.379777,-0.379777,-0.379777,-10,-10,-10,-0.379777,-10,-10,-10,-0.379777,-10,-10,-10,-0.379777,-10,-10,-10,-0.379777,-10,-10,-10,-10,-10,-10,-10,-0.146441,-0.0975598,-0.375555,-0.0412367,-10,-10,-10,-10,-0.141829,-0.289394,-0.375512,-0.134347,-0.153819,-0.078192,-0.375478,-0.0510006,-0.156586,-0.071736,-0.375479,-0.0588241,electricity
7.01339,-0.305226,-0.29393,0.796883,0.950984,0.898541,1.57869,-0.0680221,0.875144,0.0336365,-0.269726,-0.248749,0.161113,-0.201146,-0.188237,-0.305226,-0.305226,-0.247135,-0.239874,-0.255203,-0.260044,-0.241487,-0.239874,-0.247135,-0.246328,-0.272953,-0.270533,-0.290703,-0.24068,-0.290703,-0.280214,-0.294737,-0.281021,-0.305226,-10,-10,-10,-0.305226,-10,-10,-10,-0.305226,-10,-10,-10,-0.305226,-10,-10,-10,-0.305226,-10,-10,-10,-10,-10,-10,-10,-0.193078,-0.168067,-0.303404,-0.140146,-0.170488,-0.199533,-0.303413,-0.209967,-0.191061,-0.238663,-0.30513,-0.21666,-0.187834,-0.235033,-0.305142,-0.211938,-0.192675,-0.153141,-0.303339,-0.169426,electricity
7.19574,-0.295847,0.306259,0.455338,1.03718,1.03863,1.79705,-0.350847,0.390207,0.0138905,-0.243741,-0.161241,1.26514,-0.17861,-0.140978,-0.236505,-0.236505,-0.246636,-0.317557,-0.258215,-0.25532,-0.297294,-0.295847,-0.248084,-0.250978,-0.300189,-0.294399,-0.350847,-0.350847,-0.334926,-0.301636,-0.332031,-0.321899,-0.349399,-0.327689,-0.17282,-0.174268,-0.350847,-10,-10,-10,-0.349399,-0.327689,-0.17282,-0.174268,-0.350847,-10,-10,-10,-0.349399,-0.327689,-0.17282,-0.174268,-10,-10,-10,-10,-0.166307,-0.095386,-0.347546,-0.0737595,-10,-10,-10,-10,-0.188018,-0.275584,-0.347431,-0.153319,-0.139531,-0.129399,-0.347423,-0.168662,-0.176439,-0.0353201,-0.346917,-0.133197,electricity
7.4285,0.688148,1.08386,0.537521,0.98387,0.55369,0.65198,0.373277,0.547733,-0.281142,-0.26242,-0.259867,0.550286,-0.236039,-0.234762,-0.252208,-0.252633,-0.260718,-0.267951,-0.256463,-0.269653,-0.269228,-0.264122,-0.283695,-0.25008,-0.270504,-0.269228,-0.270079,-0.256463,-0.273908,-0.270079,-0.284546,-0.284546,-0.28412,-0.281142,-0.223274,-0.218168,-0.284546,-10,-10,-10,-0.28412,-0.281142,-0.223274,-0.218168,-0.284546,-10,-10,-10,-0.28412,-0.281142,-0.223274,-0.218168,-0.259229,-0.231571,-0.283977,-0.175663,-10,-10,-10,-10,-10,-10,-10,-10,-0.231571,-0.270292,-0.284424,-0.183838,-0.220934,-0.220508,-0.283547,-0.178637,-0.221785,-0.213062,-0.283538,-0.18675,fireBrigade
6.43133,0.760621,1.04157,0.629833,0.310128,0.0614697,0.295596,-0.368032,0.387632,0.25523,-0.0305663,-0.0176489,3.85109,-0.185574,-0.185574,-0.30506,-0.258234,-0.264693,-0.287298,-0.271152,-0.261464,-0.321206,-0.30183,-0.358344,-0.287298,-0.322821,-0.287298,-0.385793,-0.25662,-0.314748,-0.334124,-0.322821,-0.342197,-0.385793,-0.345426,-0.264693,-0.216253,-0.385793,-0.345426,-0.264693,-0.216253,-0.387408,-10,-10,-10,-0.385793,-0.345426,-0.264693,-0.216253,-0.387408,-10,-10,-10,-0.359151,-0.186382,-0.385046,0.0170011,-10,-10,-10,-10,-10,-10,-10,-10,-0.158932,-0.27761,-0.386488,-0.0519259,-0.102419,-0.239666,-0.386482,-0.170188,-0.150052,-0.0386396,-0.382917,-0.0839018,fireBrigade
7.3196,0.951219,1.0478,1.04183,0.727191,0.302035,0.154674,0.279134,0.557925,-0.329227,-0.198792,-0.202775,1.24943,-0.252559,-0.234637,-0.263512,-0.259529,-0.269486,-0.297365,-0.303339,-0.284421,-0.307322,-0.269486,-0.265503,-0.254551,-0.306326,-0.318274,-0.262516,-0.254551,-0.284421,-0.288404,-0.329227,-0.329227,-0.328231,-0.276456,-0.226672,-0.211736,-0.328231,-0.276456,-0.226672,-0.211736,-0.329227,-10,-10,-10,-0.329227,-10,-10,-10,-0.328231,-0.276456,-0.226672,-0.211736,-0.322755,-0.192818,-0.327694,-0.106085,-10,-10,-10,-10,-10,-10,-10,-10,-0.210243,-0.308317,-0.328984,-0.172259,-0.191823,-0.168922,-0.32659,-0.0806571,-0.205264,-0.160957,-0.326592,-0.0476812,fireBrigade
7.35574,0.0800838,0.915667,0.420637,1.17196,-0.336538,0.365633,0.568093,0.590328,0.88758,-0.235893,-0.198444,1.11227,-0.18206,-0.194933,-0.253447,-0.267491,-0.273342,-0.287386,-0.269831,-0.294407,-0.292067,-0.297918,-0.337708,-0.30377,-0.30494,-0.254618,-0.314302,-0.287386,-0.289726,-0.293237,-0.302599,-0.287386,-0.340048,-0.234723,-0.196103,-0.205466,-0.341219,-10,-10,-10,-0.340048,-0.234723,-0.196103,-0.205466,-0.341219,-10,-10,-10,-0.340048,-0.234723,-0.196103,-0.205466,-0.263395,-0.192007,-0.339101,-0.159278,-10,-10,-10,-10,-0.101895,-0.151047,-0.339281,-0.138,-0.217168,-0.277438,-0.338443,-0.194727,-10,-10,-10,-10,-0.175038,-0.05918,-0.341156,-0.209959,fireBrigade
6.20884,0.461414,0.508511,0.0148071,0.787843,-0.344103,0.784595,0.753739,0.409445,-0.227173,-0.194692,-0.103747,2.22754,-0.193068,-0.230421,-0.308374,-0.292134,-0.271021,-0.387951,-0.292134,-0.371711,-0.324614,-0.318118,-0.391199,-0.391199,-0.373335,-0.33111,-0.348975,-0.344103,-0.370087,-0.33111,-0.389575,-0.381455,-0.394447,-10,-10,-10,-0.394447,-10,-10,-10,-0.394447,-10,-10,-10,-0.394447,-10,-10,-10,-0.394447,-10,-10,-10,-0.31893,-0.209308,-0.391988,-0.192748,-0.248285,-0.0655822,-0.393248,-0.174867,-0.105371,-0.179264,-0.391464,-0.00203427,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,fireBrigade
6.94259,0.453947,0.668634,0.408908,0.829274,-0.367267,0.252772,0.982407,0.449443,0.348856,-0.113547,-0.0880243,2.76296,-0.179604,-0.179604,-0.27869,-0.289199,-0.305714,-0.305714,-0.277189,-0.310218,-0.30121,-0.322228,-0.367267,-0.367267,-0.305714,-0.260675,-0.298207,-0.308716,-0.298207,-0.307215,-0.322228,-0.317724,-0.365766,-0.353756,-0.127058,-0.341745,-0.367267,-10,-10,-10,-0.365766,-0.353756,-0.127058,-0.341745,-0.365766,-0.353756,-0.127058,-0.341745,-0.367267,-10,-10,-10,-0.290701,-0.100785,-0.365558,-0.130817,-10,-10,-10,-10,-0.0459877,-0.196118,-0.364612,-0.0333827,-0.208879,-0.311719,-0.363587,-0.201953,-10,-10,-10,-10,-0.159336,-0.0204655,-0.362974,-0.171976,fireBrigade
7.06037,0.389136,0.925941,0.189945,0.200073,1.7801,0.0762816,-0.0340054,0.963079,-0.0114978,-0.201687,-0.236573,0.78752,-0.155546,-0.155546,-0.281588,-0.281588,-0.241075,-0.245576,-0.257955,-0.301845,-0.3176,-0.245576,-0.239949,-0.2422,-0.257955,-0.3176,-0.324353,-0.27146,-0.31535,-0.251203,-0.287215,-0.322102,-0.326603,-0.309723,-0.241075,-0.239949,-0.326603,-0.309723,-0.241075,-0.239949,-0.327729,-10,-10,-10,-0.326603,-0.309723,-0.241075,-0.239949,-0.327729,-10,-10,-10,-0.234885,-0.150482,-0.325407,-0.178185,-0.233197,-0.148794,-0.325387,-0.180601,-0.067204,-0.182555,-0.325583,-0.215614,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,flood
5.90962,0.30244,0.476216,0.0128123,-0.126209,1.32338,0.283614,-0.0552501,0.227136,0.276373,-0.0972461,-0.175445,2.99525,-0.21889,-0.21889,-0.357911,-0.320259,-0.295641,-0.305778,-0.318811,-0.362255,-0.282608,-0.282608,-0.391218,-0.299985,-0.341981,-0.372392,-0.383977,-0.310122,-0.395562,-0.291296,-0.352118,-0.372392,-0.399907,-10,-10,-10,-0.399907,-10,-10,-10,-0.399907,-10,-10,-10,-0.399907,-10,-10,-10,-0.399907,-10,-10,-10,-0.294917,-0.198616,-0.397098,-0.163789,-0.171825,-0.224682,-0.397085,-0.137986,-0.0748,-0.176894,-0.396951,-0.243823,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,flood
7.23506,0.541065,0.317018,0.283931,0.588332,0.905969,0.397372,0.580769,0.675304,0.396427,-0.244518,-0.230337,0.674359,-0.218048,-0.161327,-0.27855,-0.293676,-0.263425,-0.271933,-0.284222,-0.293676,-0.325817,-0.270042,-0.255862,-0.262479,-0.270042,-0.302184,-0.322036,-0.269097,-0.326763,-0.268151,-0.294621,-0.312583,-0.330544,-0.29084,-0.220884,-0.206704,-0.33149,-10,-10,-10,-0.330544,-0.29084,-0.220884,-0.206704,-0.33149,-10,-10,-10,-0.330544,-0.29084,-0.220884,-0.206704,-0.27146,-0.161327,-0.329721,-0.194845,-0.236955,-0.228447,-0.330264,-0.142941,-0.119732,-0.193469,-0.329937,-0.227227,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,flood
6.68591,0.100118,0.560917,0.38747,0.133772,0.849563,0.549267,0.219201,0.558328,0.405591,-0.12122,-0.143225,2.87591,-0.197589,-0.140636,-0.333498,-0.290784,-0.323143,-0.272662,-0.288195,-0.347736,-0.330909,-0.288195,-0.306316,-0.288195,-0.272662,-0.358091,-0.31926,-0.310199,-0.294667,-0.307611,-0.338676,-0.332204,-0.371035,-0.338676,-0.239009,-0.219593,-0.371035,-0.338676,-0.239009,-0.219593,-0.37233,-10,-10,-10,-0.37233,-10,-10,-10,-0.371035,-0.338676,-0.239009,-0.219593,-0.280429,-0.119926,-0.371144,-0.23201,-0.161346,-0.143872,-0.371051,-0.231242,-0.122515,-0.279782,-0.369613,-0.18785,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,flood
